unit_id,process_step,machine_id,start_time,end_time,status,time_taken_min,speed,force_kN,temperature_C,pressure_bar,power_usage_kW,queue_length_units,average_wait_time_min,queue_timestamp,quote_id,material_type,thickness_mm,batch_id,weight_kg,quantity,estimated_time_hours,estimated_cost_eur,promised_delivery,quote_status,time_ratio,queue_ratio,wait_ratio,temp_ratio,power_ratio,material_difficulty,thickness_norm,process_complexity,operational_stress,risk_score_raw,formula_risk_probability,risk_probability,defect_flag,result,defect_type,severity,inspection_timestamp,storage_location,qr_code,recommended_device
U-1051,bending,B-01,2026-03-28 10:09:13,2026-03-28 10:16:46,completed,7.55,10.74,77.29,27.46,,7.16,3,36,09:33,Q-3011,stainless_steel_304,4.0,MB-2202,1.6,180,16.1,3728.0,2026-04-06 15:00,accepted,0.960763520678685,0.42857142857142855,1.5,0.9906204906204907,1.0013986013986014,1.0,1.0,0.7,0.4084642079766785,0.42888741837551236,0.05792009976549412,0.05792009976549412,0,pass,-,-,2026-03-28 10:16:46,Zone-A,QR_U-1051,phone_or_ipad
U-1051,welding,W-02,2026-03-28 10:38:46,2026-03-28 10:49:51,completed,11.083333333333334,0.58,,1432.39,3.0,10.29,3,17,10:21,Q-3011,stainless_steel_304,4.0,MB-2202,1.6,180,16.1,3728.0,2026-04-06 15:00,accepted,1.1357813834329633,0.42857142857142855,0.7083333333333334,0.9709703331378816,1.0752351097178683,1.0,1.0,1.0,0.5081914550213954,0.7622871825320932,0.13638319824102688,0.13638319824102688,0,pass,-,-,2026-03-28 10:49:51,Zone-C,QR_U-1051,phone_or_ipad
U-1052,laser_cutting,L-03,2026-03-28 08:26:00,2026-03-28 08:37:01,completed,11.016666666666667,22.85,,338.87,15.24,19.27,7,22,08:04,Q-3012,galvanized_steel,4.0,MB-2204,1.61,120,21.8,2491.0,2026-04-02 16:00,open,1.6220858895705523,1.0,0.9565217391304348,1.077385305058341,1.0667035704400776,0.75,1.0,0.55,1.864183427822362,1.1534634959650867,0.3232633194586535,0.3232633194586535,0,pass,-,-,2026-03-28 08:37:01,Zone-A,QR_U-1052,phone_or_ipad
U-1052,bending,B-01,2026-03-28 09:10:01,2026-03-28 09:19:21,completed,9.333333333333334,9.06,84.72,28.07,,7.48,9,24,08:46,Q-3012,galvanized_steel,4.0,MB-2204,1.61,120,21.8,2491.0,2026-04-02 16:00,open,1.1876988335100742,1.2857142857142858,1.0,1.0126262626262628,1.0461538461538462,0.75,1.0,0.7,1.6176908987089267,1.2739315827332798,0.4018057385047929,0.4018057385047929,0,pass,-,-,2026-03-28 09:19:21,Zone-B,QR_U-1052,phone_or_ipad
U-1052,welding,W-01,2026-03-28 09:46:21,2026-03-28 09:58:33,completed,12.2,0.62,,1397.59,3.09,10.35,6,23,09:23,Q-3012,galvanized_steel,4.0,MB-2204,1.61,120,21.8,2491.0,2026-04-02 16:00,open,1.2502134927412467,0.8571428571428571,0.9583333333333334,0.94738055130947,1.0815047021943573,0.75,1.0,1.0,1.0979694815835297,1.235215666781471,0.3757810074214552,0.3757810074214552,1,fail,surface_porosity,high,2026-03-28 09:58:33,Zone-C,QR_U-1052,phone_or_ipad
U-1053,laser_cutting,L-03,2026-03-28 09:34:00,2026-03-28 09:40:37,completed,6.616666666666666,23.67,,320.81,13.52,19.2,10,18,09:16,Q-3000,aluminum_5754,2.0,MB-2224,2.82,120,30.7,3038.0,2026-04-06 14:00,accepted,0.9742331288343559,1.4285714285714286,0.782608695652174,1.0199662989222016,1.0628286742319404,0.55,0.2,0.55,1.5087383818060045,0.5020326965459481,0.07030205088027011,0.07030205088027011,1,fail,edge_burr,high,2026-03-28 09:40:37,Zone-A,QR_U-1053,phone_or_ipad
U-1053,bending,B-02,2026-03-28 10:07:37,2026-03-28 10:14:25,completed,6.8,11.66,80.94,29.58,,6.51,3,20,09:47,Q-3000,aluminum_5754,2.0,MB-2224,2.82,120,30.7,3038.0,2026-04-06 14:00,accepted,0.865323435843054,0.42857142857142855,0.8333333333333334,1.067099567099567,0.9104895104895104,0.55,0.2,0.7,0.36031436027579855,0.1525931315768007,0.027363273796133767,0.027363273796133767,0,pass,-,-,2026-03-28 10:14:25,Zone-A,QR_U-1053,phone_or_ipad
U-1053,welding,W-02,2026-03-28 10:30:25,2026-03-28 10:40:30,completed,10.083333333333334,0.56,,1474.2,3.23,9.97,11,14,10:16,Q-3000,aluminum_5754,2.0,MB-2224,2.82,120,30.7,3038.0,2026-04-06 14:00,accepted,1.0333048676345005,1.5714285714285714,0.5833333333333334,0.9993119646966713,1.0417972831765936,0.55,0.2,1.0,1.6904698450808655,1.0227342562739237,0.2481100666007857,0.2481100666007857,0,pass,-,-,2026-03-28 10:40:30,Zone-C,QR_U-1053,phone_or_ipad
U-1054,laser_cutting,L-02,2026-03-28 08:52:00,2026-03-28 09:00:14,completed,8.233333333333333,21.43,,321.43,14.33,18.29,11,18,08:34,Q-3017,aluminum_5754,2.0,MB-2216,3.04,250,28.1,6304.0,2026-04-08 14:00,accepted,1.2122699386503066,1.5714285714285714,0.782608695652174,1.0219374940387245,1.0124550235261556,0.55,0.2,0.55,1.9710337188989429,0.6558614699636233,0.10463105452642818,0.10463105452642818,0,pass,-,-,2026-03-28 09:00:14,Zone-B,QR_U-1054,phone_or_ipad
U-1054,bending,B-02,2026-03-28 09:39:14,2026-03-28 09:46:15,completed,7.016666666666667,10.65,80.04,28.05,,7.32,6,36,09:03,Q-3017,aluminum_5754,2.0,MB-2216,3.04,250,28.1,6304.0,2026-04-08 14:00,accepted,0.8928950159066807,0.8571428571428571,1.5,1.0119047619047619,1.0237762237762238,0.55,0.2,0.7,0.7928632494607345,0.3357775861466211,0.045110405193462294,0.045110405193462294,0,pass,-,-,2026-03-28 09:46:15,Zone-B,QR_U-1054,phone_or_ipad
U-1054,welding,W-01,2026-03-28 10:04:15,2026-03-28 10:15:01,completed,10.766666666666667,0.63,,1512.37,3.01,9.95,8,13,09:51,Q-3017,aluminum_5754,2.0,MB-2216,3.04,250,28.1,6304.0,2026-04-08 14:00,accepted,1.1033304867634501,1.1428571428571428,0.5416666666666666,1.0251861593055926,1.0397074190177638,0.55,0.2,1.0,1.3440376754129777,0.8131427936248516,0.15423513962974625,0.15423513962974625,0,pass,-,-,2026-03-28 10:15:01,Zone-D,QR_U-1054,phone_or_ipad
U-1055,laser_cutting,L-03,2026-03-28 10:14:00,2026-03-28 10:21:08,completed,7.133333333333334,23.88,,306.51,15.22,17.78,10,11,10:03,Q-3007,stainless_steel_304,2.5,MB-2203,2.74,120,12.3,2980.0,2026-04-09 10:00,open,1.0503067484662578,1.4285714285714286,0.4782608695652174,0.9745016373636856,0.9842236368668699,1.0,0.4,0.55,1.4391116197790328,0.9498136690541616,0.2116432639988622,0.2116432639988622,0,pass,-,-,2026-03-28 10:21:08,Zone-B,QR_U-1055,phone_or_ipad
U-1055,bending,B-02,2026-03-28 10:47:08,2026-03-28 10:53:48,completed,6.666666666666667,11.05,84.79,29.98,,7.23,5,23,10:24,Q-3007,stainless_steel_304,2.5,MB-2203,2.74,120,12.3,2980.0,2026-04-09 10:00,open,0.848356309650053,0.7142857142857143,0.9583333333333334,1.0815295815295816,1.0111888111888112,1.0,0.4,0.7,0.6627060213982305,0.5566730579745136,0.08110314277281526,0.08110314277281526,0,pass,-,-,2026-03-28 10:53:48,Zone-A,QR_U-1055,phone_or_ipad
U-1055,welding,W-02,2026-03-28 11:16:48,2026-03-28 11:26:16,completed,9.466666666666667,0.54,,1424.62,3.0,10.17,2,20,10:56,Q-3007,stainless_steel_304,2.5,MB-2203,2.74,120,12.3,2980.0,2026-04-09 10:00,open,0.9701110162254484,0.2857142857142857,0.8333333333333334,0.9657033042641241,1.0626959247648902,1.0,0.4,1.0,0.28445012208024056,0.3413401464962887,0.04579326363494477,0.04579326363494477,0,pass,-,-,2026-03-28 11:26:16,Zone-D,QR_U-1055,phone_or_ipad
U-1056,laser_cutting,L-01,2026-03-28 09:16:00,2026-03-28 09:24:20,completed,8.333333333333334,18.43,,307.13,12.37,19.39,8,38,08:38,Q-3011,stainless_steel_304,2.0,MB-2219,2.78,180,16.1,3728.0,2026-04-06 15:00,accepted,1.226993865030675,1.1428571428571428,1.6521739130434783,0.9764728324802087,1.0733462496540274,1.0,0.2,0.55,1.469719127266156,0.8891800719960246,0.184430610258702,0.184430610258702,0,pass,-,-,2026-03-28 09:24:20,Zone-B,QR_U-1056,phone_or_ipad
U-1056,bending,B-02,2026-03-28 09:46:20,2026-03-28 09:54:03,completed,7.716666666666667,11.29,89.4,28.79,,7.73,9,20,09:26,Q-3011,stainless_steel_304,2.0,MB-2219,2.78,180,16.1,3728.0,2026-04-06 15:00,accepted,0.9819724284199364,1.2857142857142858,0.8333333333333334,1.0386002886002885,1.0811188811188812,1.0,0.2,0.7,1.4176390066806122,1.0915820351440713,0.2862002853222691,0.2862002853222691,0,pass,-,-,2026-03-28 09:54:03,Zone-B,QR_U-1056,phone_or_ipad
U-1056,welding,W-02,2026-03-28 10:34:03,2026-03-28 10:43:39,completed,9.6,0.52,,1518.41,3.14,10.54,10,33,10:01,Q-3011,stainless_steel_304,2.0,MB-2219,2.78,180,16.1,3728.0,2026-04-06 15:00,accepted,0.9837745516652434,1.4285714285714286,1.375,1.0292804777608686,1.1013584117032391,1.0,0.2,1.0,1.593162050061984,1.7524782550681826,0.7223434711972445,0.7223434711972445,1,fail,surface_porosity,medium,2026-03-28 10:43:39,Zone-D,QR_U-1056,phone_or_ipad
U-1057,laser_cutting,L-01,2026-03-28 09:55:00,2026-03-28 10:01:46,completed,6.766666666666667,20.93,,318.2,13.45,18.74,5,25,09:30,Q-3009,galvanized_steel,1.5,MB-2207,2.73,250,6.8,6606.0,2026-04-03 17:00,open,0.9963190184049081,0.7142857142857143,1.0869565217391304,1.0116682033510318,1.0373650705784667,0.75,0.0,0.55,0.746861557250694,0.30808039236591134,0.04185239312329854,0.04185239312329854,0,pass,-,-,2026-03-28 10:01:46,Zone-B,QR_U-1057,phone_or_ipad
U-1057,bending,B-02,2026-03-28 10:13:46,2026-03-28 10:24:24,completed,10.633333333333333,10.83,76.31,27.46,,7.82,11,8,10:05,Q-3009,galvanized_steel,1.5,MB-2207,2.73,250,6.8,6606.0,2026-04-03 17:00,open,1.3531283138918344,1.5714285714285714,0.3333333333333333,0.9906204906204907,1.0937062937062938,0.75,0.0,0.7,2.303783402041242,1.209486286071652,0.35886430412528364,0.35886430412528364,0,pass,-,-,2026-03-28 10:24:24,Zone-A,QR_U-1057,phone_or_ipad
U-1057,welding,W-02,2026-03-28 10:53:24,2026-03-28 11:00:07,completed,6.716666666666667,0.52,,1440.79,3.29,9.16,6,22,10:31,Q-3009,galvanized_steel,1.5,MB-2207,2.73,250,6.8,6606.0,2026-04-03 17:00,open,0.6883005977796756,0.8571428571428571,0.9166666666666666,0.9766644184068084,0.9571577847439916,0.75,0.0,1.0,0.5515187209725961,0.4136390407294471,0.05561025183249748,0.05561025183249748,0,pass,-,-,2026-03-28 11:00:07,Zone-D,QR_U-1057,phone_or_ipad
U-1058,laser_cutting,L-02,2026-03-28 10:46:00,2026-03-28 10:52:49,completed,6.816666666666666,21.82,,310.79,13.8,19.43,4,14,10:32,Q-3008,stainless_steel_304,2.0,MB-2223,1.28,120,10.7,3066.0,2026-04-07 13:00,accepted,1.003680981595092,0.5714285714285714,0.6086956521739131,0.9881092423616191,1.0755604760586772,1.0,0.2,0.55,0.6095333077216318,0.36876765117158733,0.049306473034970696,0.049306473034970696,0,pass,-,-,2026-03-28 10:52:49,Zone-A,QR_U-1058,phone_or_ipad
U-1058,bending,B-01,2026-03-28 11:15:49,2026-03-28 11:25:02,completed,9.216666666666667,10.29,79.49,27.06,,6.94,5,15,11:00,Q-3008,stainless_steel_304,2.0,MB-2223,1.28,120,10.7,3066.0,2026-04-07 13:00,accepted,1.1728525980911984,0.7142857142857143,0.625,0.9761904761904762,0.9706293706293706,1.0,0.2,0.7,0.7937859242207068,0.6112151616499443,0.09337344931320682,0.09337344931320682,0,pass,-,-,2026-03-28 11:25:02,Zone-B,QR_U-1058,phone_or_ipad
