unit_id,process_step,machine_id,start_time,end_time,status,start_time_dt,end_time_dt,time_taken_min
U-1053,welding,W-02,2026-03-28 10:30:25,2026-03-28 10:40:30,completed,2026-03-28 10:30:25,2026-03-28 10:40:30,10.083333333333334
U-1054,laser_cutting,L-02,2026-03-28 08:52:00,2026-03-28 09:00:14,completed,2026-03-28 08:52:00,2026-03-28 09:00:14,8.233333333333333
U-1054,bending,B-02,2026-03-28 09:39:14,2026-03-28 09:46:15,completed,2026-03-28 09:39:14,2026-03-28 09:46:15,7.016666666666667
U-1054,welding,W-01,2026-03-28 10:04:15,2026-03-28 10:15:01,completed,2026-03-28 10:04:15,2026-03-28 10:15:01,10.766666666666667
U-1055,laser_cutting,L-03,2026-03-28 10:14:00,2026-03-28 10:21:08,completed,2026-03-28 10:14:00,2026-03-28 10:21:08,7.133333333333334
U-1055,bending,B-02,2026-03-28 10:47:08,2026-03-28 10:53:48,completed,2026-03-28 10:47:08,2026-03-28 10:53:48,6.666666666666667
U-1055,welding,W-02,2026-03-28 11:16:48,2026-03-28 11:26:16,completed,2026-03-28 11:16:48,2026-03-28 11:26:16,9.466666666666667
U-1056,laser_cutting,L-01,2026-03-28 09:16:00,2026-03-28 09:24:20,completed,2026-03-28 09:16:00,2026-03-28 09:24:20,8.333333333333334
U-1056,bending,B-02,2026-03-28 09:46:20,2026-03-28 09:54:03,completed,2026-03-28 09:46:20,2026-03-28 09:54:03,7.716666666666667
U-1056,welding,W-02,2026-03-28 10:34:03,2026-03-28 10:43:39,completed,2026-03-28 10:34:03,2026-03-28 10:43:39,9.6
U-1057,laser_cutting,L-01,2026-03-28 09:55:00,2026-03-28 10:01:46,completed,2026-03-28 09:55:00,2026-03-28 10:01:46,6.766666666666667
U-1057,bending,B-02,2026-03-28 10:13:46,2026-03-28 10:24:24,completed,2026-03-28 10:13:46,2026-03-28 10:24:24,10.633333333333333
U-1057,welding,W-02,2026-03-28 10:53:24,2026-03-28 11:00:07,completed,2026-03-28 10:53:24,2026-03-28 11:00:07,6.716666666666667
U-1058,laser_cutting,L-02,2026-03-28 10:46:00,2026-03-28 10:52:49,completed,2026-03-28 10:46:00,2026-03-28 10:52:49,6.816666666666666
U-1058,bending,B-01,2026-03-28 11:15:49,2026-03-28 11:25:02,completed,2026-03-28 11:15:49,2026-03-28 11:25:02,9.216666666666667
U-1058,welding,W-01,2026-03-28 11:43:02,2026-03-28 11:51:05,completed,2026-03-28 11:43:02,2026-03-28 11:51:05,8.05
U-1059,laser_cutting,L-03,2026-03-28 09:08:00,2026-03-28 09:15:31,completed,2026-03-28 09:08:00,2026-03-28 09:15:31,7.516666666666667
U-1059,bending,B-02,2026-03-28 09:28:31,2026-03-28 09:34:12,completed,2026-03-28 09:28:31,2026-03-28 09:34:12,5.683333333333334
U-1059,welding,W-02,2026-03-28 10:15:12,2026-03-28 10:25:53,completed,2026-03-28 10:15:12,2026-03-28 10:25:53,10.683333333333334
U-1060,laser_cutting,L-03,2026-03-28 10:00:00,2026-03-28 10:09:34,completed,2026-03-28 10:00:00,2026-03-28 10:09:34,9.566666666666666
U-1060,bending,B-02,2026-03-28 10:51:34,2026-03-28 10:59:43,completed,2026-03-28 10:51:34,2026-03-28 10:59:43,8.15
U-1060,welding,W-01,2026-03-28 11:29:43,2026-03-28 11:40:57,completed,2026-03-28 11:29:43,2026-03-28 11:40:57,11.233333333333333
U-1061,laser_cutting,L-02,2026-03-28 10:46:00,2026-03-28 10:53:06,completed,2026-03-28 10:46:00,2026-03-28 10:53:06,7.1
U-1061,bending,B-02,2026-03-28 11:21:06,2026-03-28 11:27:31,completed,2026-03-28 11:21:06,2026-03-28 11:27:31,6.416666666666667
U-1061,welding,W-02,2026-03-28 11:57:31,2026-03-28 12:08:22,completed,2026-03-28 11:57:31,2026-03-28 12:08:22,10.85
U-1062,laser_cutting,L-01,2026-03-28 08:41:00,2026-03-28 08:48:08,completed,2026-03-28 08:41:00,2026-03-28 08:48:08,7.133333333333334
U-1062,bending,B-01,2026-03-28 09:04:08,2026-03-28 09:12:12,completed,2026-03-28 09:04:08,2026-03-28 09:12:12,8.066666666666666
U-1062,welding,W-02,2026-03-28 09:56:12,2026-03-28 10:05:42,completed,2026-03-28 09:56:12,2026-03-28 10:05:42,9.5
U-1063,laser_cutting,L-03,2026-03-28 11:08:00,2026-03-28 11:14:27,completed,2026-03-28 11:08:00,2026-03-28 11:14:27,6.45
U-1063,bending,B-01,2026-03-28 11:29:27,2026-03-28 11:36:31,completed,2026-03-28 11:29:27,2026-03-28 11:36:31,7.066666666666666
U-1063,welding,W-01,2026-03-28 12:21:31,2026-03-28 12:28:53,completed,2026-03-28 12:21:31,2026-03-28 12:28:53,7.366666666666666
U-1064,laser_cutting,L-03,2026-03-28 08:49:00,2026-03-28 08:54:20,completed,2026-03-28 08:49:00,2026-03-28 08:54:20,5.333333333333333
U-1064,bending,B-01,2026-03-28 09:22:20,2026-03-28 09:29:16,completed,2026-03-28 09:22:20,2026-03-28 09:29:16,6.933333333333334
U-1064,welding,W-01,2026-03-28 09:58:16,2026-03-28 10:05:34,completed,2026-03-28 09:58:16,2026-03-28 10:05:34,7.3
U-1065,laser_cutting,L-02,2026-03-28 10:01:00,2026-03-28 10:07:21,completed,2026-03-28 10:01:00,2026-03-28 10:07:21,6.35
U-1065,bending,B-01,2026-03-28 10:40:21,2026-03-28 10:46:42,completed,2026-03-28 10:40:21,2026-03-28 10:46:42,6.35
U-1065,welding,W-02,2026-03-28 11:28:42,2026-03-28 11:39:13,completed,2026-03-28 11:28:42,2026-03-28 11:39:13,10.516666666666667
U-1066,laser_cutting,L-01,2026-03-28 09:20:00,2026-03-28 09:26:07,completed,2026-03-28 09:20:00,2026-03-28 09:26:07,6.116666666666666
U-1066,bending,B-01,2026-03-28 09:56:07,2026-03-28 10:03:06,completed,2026-03-28 09:56:07,2026-03-28 10:03:06,6.983333333333333
U-1066,welding,W-01,2026-03-28 10:42:06,2026-03-28 10:50:40,completed,2026-03-28 10:42:06,2026-03-28 10:50:40,8.566666666666666
U-1067,laser_cutting,L-01,2026-03-28 10:24:00,2026-03-28 10:30:04,completed,2026-03-28 10:24:00,2026-03-28 10:30:04,6.066666666666666
U-1067,bending,B-01,2026-03-28 11:13:04,2026-03-28 11:19:47,completed,2026-03-28 11:13:04,2026-03-28 11:19:47,6.716666666666667
U-1067,welding,W-02,2026-03-28 11:43:47,2026-03-28 11:52:42,completed,2026-03-28 11:43:47,2026-03-28 11:52:42,8.916666666666666
U-1068,laser_cutting,L-02,2026-03-28 09:30:00,2026-03-28 09:37:04,completed,2026-03-28 09:30:00,2026-03-28 09:37:04,7.066666666666666
U-1068,bending,B-01,2026-03-28 10:22:04,2026-03-28 10:30:32,completed,2026-03-28 10:22:04,2026-03-28 10:30:32,8.466666666666667
U-1068,welding,W-01,2026-03-28 11:13:32,2026-03-28 11:23:33,completed,2026-03-28 11:13:32,2026-03-28 11:23:33,10.016666666666667
U-1069,laser_cutting,L-01,2026-03-28 08:30:00,2026-03-28 08:34:50,completed,2026-03-28 08:30:00,2026-03-28 08:34:50,4.833333333333333
U-1069,bending,B-01,2026-03-28 08:57:50,2026-03-28 09:06:43,completed,2026-03-28 08:57:50,2026-03-28 09:06:43,8.883333333333333
U-1069,welding,W-02,2026-03-28 09:53:43,2026-03-28 10:01:56,completed,2026-03-28 09:53:43,2026-03-28 10:01:56,8.216666666666667
U-1070,laser_cutting,L-01,2026-03-28 08:17:00,2026-03-28 08:24:10,completed,2026-03-28 08:17:00,2026-03-28 08:24:10,7.166666666666667
U-1070,bending,B-01,2026-03-28 08:54:10,2026-03-28 09:02:48,completed,2026-03-28 08:54:10,2026-03-28 09:02:48,8.633333333333333
U-1070,welding,W-02,2026-03-28 09:44:48,2026-03-28 09:52:55,completed,2026-03-28 09:44:48,2026-03-28 09:52:55,8.116666666666667
U-1071,laser_cutting,L-02,2026-03-28 08:48:00,2026-03-28 08:54:24,completed,2026-03-28 08:48:00,2026-03-28 08:54:24,6.4
U-1071,bending,B-02,2026-03-28 09:21:24,2026-03-28 09:31:12,completed,2026-03-28 09:21:24,2026-03-28 09:31:12,9.8
U-1071,welding,W-01,2026-03-28 10:10:12,2026-03-28 10:19:30,completed,2026-03-28 10:10:12,2026-03-28 10:19:30,9.3
U-1072,laser_cutting,L-03,2026-03-28 11:16:00,2026-03-28 11:23:24,completed,2026-03-28 11:16:00,2026-03-28 11:23:24,7.4
U-1072,bending,B-02,2026-03-28 12:04:24,2026-03-28 12:12:53,completed,2026-03-28 12:04:24,2026-03-28 12:12:53,8.483333333333333
U-1072,welding,W-02,2026-03-28 12:42:53,2026-03-28 12:53:50,completed,2026-03-28 12:42:53,2026-03-28 12:53:50,10.95
U-1073,laser_cutting,L-01,2026-03-28 10:50:00,2026-03-28 10:58:46,completed,2026-03-28 10:50:00,2026-03-28 10:58:46,8.766666666666667
U-1073,bending,B-01,2026-03-28 11:29:46,2026-03-28 11:37:24,completed,2026-03-28 11:29:46,2026-03-28 11:37:24,7.633333333333334
U-1073,welding,W-02,2026-03-28 12:11:24,2026-03-28 12:19:31,completed,2026-03-28 12:11:24,2026-03-28 12:19:31,8.116666666666667
U-1074,laser_cutting,L-02,2026-03-28 08:46:00,2026-03-28 08:53:24,completed,2026-03-28 08:46:00,2026-03-28 08:53:24,7.4
U-1074,bending,B-02,2026-03-28 09:09:24,2026-03-28 09:17:43,completed,2026-03-28 09:09:24,2026-03-28 09:17:43,8.316666666666666
U-1074,welding,W-01,2026-03-28 10:00:43,2026-03-28 10:11:25,completed,2026-03-28 10:00:43,2026-03-28 10:11:25,10.7
U-1075,laser_cutting,L-03,2026-03-28 09:09:00,2026-03-28 09:16:07,completed,2026-03-28 09:09:00,2026-03-28 09:16:07,7.116666666666666
U-1075,bending,B-02,2026-03-28 10:03:07,2026-03-28 10:09:59,completed,2026-03-28 10:03:07,2026-03-28 10:09:59,6.866666666666666
U-1075,welding,W-01,2026-03-28 10:47:59,2026-03-28 10:57:19,completed,2026-03-28 10:47:59,2026-03-28 10:57:19,9.333333333333334
U-1076,laser_cutting,L-01,2026-03-28 10:33:00,2026-03-28 10:38:48,completed,2026-03-28 10:33:00,2026-03-28 10:38:48,5.8
U-1076,bending,B-01,2026-03-28 11:09:48,2026-03-28 11:16:52,completed,2026-03-28 11:09:48,2026-03-28 11:16:52,7.066666666666666
U-1076,welding,W-02,2026-03-28 11:48:52,2026-03-28 11:58:37,completed,2026-03-28 11:48:52,2026-03-28 11:58:37,9.75
U-1077,laser_cutting,L-02,2026-03-28 09:28:00,2026-03-28 09:32:56,completed,2026-03-28 09:28:00,2026-03-28 09:32:56,4.933333333333334
U-1077,bending,B-02,2026-03-28 09:51:56,2026-03-28 09:59:25,completed,2026-03-28 09:51:56,2026-03-28 09:59:25,7.483333333333333
U-1077,welding,W-02,2026-03-28 10:19:25,2026-03-28 10:28:05,completed,2026-03-28 10:19:25,2026-03-28 10:28:05,8.666666666666666
U-1078,laser_cutting,L-02,2026-03-28 11:11:00,2026-03-28 11:18:39,completed,2026-03-28 11:11:00,2026-03-28 11:18:39,7.65
U-1078,bending,B-01,2026-03-28 11:55:39,2026-03-28 12:07:33,completed,2026-03-28 11:55:39,2026-03-28 12:07:33,11.9
U-1078,welding,W-02,2026-03-28 12:31:33,2026-03-28 12:41:52,completed,2026-03-28 12:31:33,2026-03-28 12:41:52,10.316666666666666
U-1079,laser_cutting,L-02,2026-03-28 08:55:00,2026-03-28 09:02:32,completed,2026-03-28 08:55:00,2026-03-28 09:02:32,7.533333333333333
U-1079,bending,B-01,2026-03-28 09:39:32,2026-03-28 09:48:52,completed,2026-03-28 09:39:32,2026-03-28 09:48:52,9.333333333333334
U-1079,welding,W-01,2026-03-28 10:14:52,2026-03-28 10:23:31,completed,2026-03-28 10:14:52,2026-03-28 10:23:31,8.65
U-1080,laser_cutting,L-02,2026-03-28 08:31:00,2026-03-28 08:35:52,completed,2026-03-28 08:31:00,2026-03-28 08:35:52,4.866666666666666
U-1080,bending,B-01,2026-03-28 08:49:52,2026-03-28 08:57:04,completed,2026-03-28 08:49:52,2026-03-28 08:57:04,7.2
U-1080,welding,W-02,2026-03-28 09:32:04,2026-03-28 09:39:37,completed,2026-03-28 09:32:04,2026-03-28 09:39:37,7.55
U-1081,laser_cutting,L-02,2026-03-28 10:33:00,2026-03-28 10:42:10,completed,2026-03-28 10:33:00,2026-03-28 10:42:10,9.166666666666666
U-1081,bending,B-02,2026-03-28 11:13:10,2026-03-28 11:23:06,completed,2026-03-28 11:13:10,2026-03-28 11:23:06,9.933333333333334
U-1081,welding,W-01,2026-03-28 12:03:06,2026-03-28 12:12:39,completed,2026-03-28 12:03:06,2026-03-28 12:12:39,9.55
U-1082,laser_cutting,L-01,2026-03-28 10:57:00,2026-03-28 11:03:00,completed,2026-03-28 10:57:00,2026-03-28 11:03:00,6.0
U-1082,bending,B-01,2026-03-28 11:35:00,2026-03-28 11:41:59,completed,2026-03-28 11:35:00,2026-03-28 11:41:59,6.983333333333333
U-1082,welding,W-02,2026-03-28 12:11:59,2026-03-28 12:19:20,completed,2026-03-28 12:11:59,2026-03-28 12:19:20,7.35
U-1083,laser_cutting,L-02,2026-03-28 09:37:00,2026-03-28 09:40:24,completed,2026-03-28 09:37:00,2026-03-28 09:40:24,3.4
U-1083,bending,B-02,2026-03-28 10:02:24,2026-03-28 10:11:21,completed,2026-03-28 10:02:24,2026-03-28 10:11:21,8.95
U-1083,welding,W-01,2026-03-28 10:37:21,2026-03-28 10:47:45,completed,2026-03-28 10:37:21,2026-03-28 10:47:45,10.4
U-1084,laser_cutting,L-02,2026-03-28 10:57:00,2026-03-28 11:04:24,completed,2026-03-28 10:57:00,2026-03-28 11:04:24,7.4
U-1084,bending,B-01,2026-03-28 11:44:24,2026-03-28 11:51:40,completed,2026-03-28 11:44:24,2026-03-28 11:51:40,7.266666666666667
U-1084,welding,W-01,2026-03-28 12:10:40,2026-03-28 12:19:31,completed,2026-03-28 12:10:40,2026-03-28 12:19:31,8.85
U-1085,laser_cutting,L-01,2026-03-28 10:40:00,2026-03-28 10:43:50,completed,2026-03-28 10:40:00,2026-03-28 10:43:50,3.8333333333333335
U-1085,bending,B-01,2026-03-28 10:57:50,2026-03-28 11:03:31,completed,2026-03-28 10:57:50,2026-03-28 11:03:31,5.683333333333334
U-1085,welding,W-01,2026-03-28 11:40:31,2026-03-28 11:47:59,completed,2026-03-28 11:40:31,2026-03-28 11:47:59,7.466666666666667
U-1086,laser_cutting,L-03,2026-03-28 10:46:00,2026-03-28 10:53:12,completed,2026-03-28 10:46:00,2026-03-28 10:53:12,7.2
U-1086,bending,B-01,2026-03-28 11:16:12,2026-03-28 11:24:08,completed,2026-03-28 11:16:12,2026-03-28 11:24:08,7.933333333333334
U-1086,welding,W-02,2026-03-28 11:57:08,2026-03-28 12:07:52,completed,2026-03-28 11:57:08,2026-03-28 12:07:52,10.733333333333333
U-1087,laser_cutting,L-01,2026-03-28 09:19:00,2026-03-28 09:23:39,completed,2026-03-28 09:19:00,2026-03-28 09:23:39,4.65
U-1087,bending,B-01,2026-03-28 10:02:39,2026-03-28 10:08:43,completed,2026-03-28 10:02:39,2026-03-28 10:08:43,6.066666666666666
U-1087,welding,W-01,2026-03-28 10:46:43,2026-03-28 10:55:53,completed,2026-03-28 10:46:43,2026-03-28 10:55:53,9.166666666666666
U-1088,laser_cutting,L-01,2026-03-28 10:33:00,2026-03-28 10:36:58,completed,2026-03-28 10:33:00,2026-03-28 10:36:58,3.966666666666667
U-1088,bending,B-01,2026-03-28 10:59:58,2026-03-28 11:09:06,completed,2026-03-28 10:59:58,2026-03-28 11:09:06,9.133333333333333
U-1088,welding,W-01,2026-03-28 11:42:06,2026-03-28 11:51:36,completed,2026-03-28 11:42:06,2026-03-28 11:51:36,9.5
U-1089,laser_cutting,L-01,2026-03-28 09:42:00,2026-03-28 09:46:52,completed,2026-03-28 09:42:00,2026-03-28 09:46:52,4.866666666666666
U-1089,bending,B-02,2026-03-28 10:22:52,2026-03-28 10:31:01,completed,2026-03-28 10:22:52,2026-03-28 10:31:01,8.15
U-1089,welding,W-02,2026-03-28 10:45:01,2026-03-28 10:54:45,completed,2026-03-28 10:45:01,2026-03-28 10:54:45,9.733333333333333
U-1090,laser_cutting,L-03,2026-03-28 08:41:00,2026-03-28 08:49:11,completed,2026-03-28 08:41:00,2026-03-28 08:49:11,8.183333333333334
U-1090,bending,B-02,2026-03-28 09:28:11,2026-03-28 09:35:21,completed,2026-03-28 09:28:11,2026-03-28 09:35:21,7.166666666666667
U-1090,welding,W-02,2026-03-28 10:21:21,2026-03-28 10:32:06,completed,2026-03-28 10:21:21,2026-03-28 10:32:06,10.75
U-1091,laser_cutting,L-02,2026-03-28 09:31:00,2026-03-28 09:35:34,completed,2026-03-28 09:31:00,2026-03-28 09:35:34,4.566666666666666
U-1091,bending,B-01,2026-03-28 09:48:34,2026-03-28 09:55:04,completed,2026-03-28 09:48:34,2026-03-28 09:55:04,6.5
U-1091,welding,W-01,2026-03-28 10:36:04,2026-03-28 10:47:27,completed,2026-03-28 10:36:04,2026-03-28 10:47:27,11.383333333333333
U-1092,laser_cutting,L-01,2026-03-28 08:42:00,2026-03-28 08:47:51,completed,2026-03-28 08:42:00,2026-03-28 08:47:51,5.85
U-1092,bending,B-01,2026-03-28 09:11:51,2026-03-28 09:18:40,completed,2026-03-28 09:11:51,2026-03-28 09:18:40,6.816666666666666
U-1092,welding,W-02,2026-03-28 09:34:40,2026-03-28 09:42:13,completed,2026-03-28 09:34:40,2026-03-28 09:42:13,7.55
U-1093,laser_cutting,L-01,2026-03-28 09:23:00,2026-03-28 09:27:13,completed,2026-03-28 09:23:00,2026-03-28 09:27:13,4.216666666666667
U-1093,bending,B-01,2026-03-28 09:40:13,2026-03-28 09:45:30,completed,2026-03-28 09:40:13,2026-03-28 09:45:30,5.283333333333333
U-1093,welding,W-01,2026-03-28 10:14:30,2026-03-28 10:24:08,completed,2026-03-28 10:14:30,2026-03-28 10:24:08,9.633333333333333
U-1094,laser_cutting,L-02,2026-03-28 10:14:00,2026-03-28 10:23:42,completed,2026-03-28 10:14:00,2026-03-28 10:23:42,9.7
U-1094,bending,B-01,2026-03-28 10:36:42,2026-03-28 10:41:54,completed,2026-03-28 10:36:42,2026-03-28 10:41:54,5.2
U-1094,welding,W-02,2026-03-28 11:13:54,2026-03-28 11:22:55,completed,2026-03-28 11:13:54,2026-03-28 11:22:55,9.016666666666667
U-1095,laser_cutting,L-02,2026-03-28 10:08:00,2026-03-28 10:15:27,completed,2026-03-28 10:08:00,2026-03-28 10:15:27,7.45
U-1095,bending,B-01,2026-03-28 10:49:27,2026-03-28 10:56:57,completed,2026-03-28 10:49:27,2026-03-28 10:56:57,7.5
U-1095,welding,W-02,2026-03-28 11:15:57,2026-03-28 11:27:40,completed,2026-03-28 11:15:57,2026-03-28 11:27:40,11.716666666666667
U-1096,laser_cutting,L-02,2026-03-28 09:36:00,2026-03-28 09:44:25,completed,2026-03-28 09:36:00,2026-03-28 09:44:25,8.416666666666666
U-1096,bending,B-02,2026-03-28 10:06:25,2026-03-28 10:13:34,completed,2026-03-28 10:06:25,2026-03-28 10:13:34,7.15
U-1096,welding,W-02,2026-03-28 10:50:34,2026-03-28 11:00:35,completed,2026-03-28 10:50:34,2026-03-28 11:00:35,10.016666666666667
U-1097,laser_cutting,L-01,2026-03-28 10:58:00,2026-03-28 11:06:11,completed,2026-03-28 10:58:00,2026-03-28 11:06:11,8.183333333333334
U-1097,bending,B-02,2026-03-28 11:46:11,2026-03-28 11:55:55,completed,2026-03-28 11:46:11,2026-03-28 11:55:55,9.733333333333333
U-1097,welding,W-01,2026-03-28 12:22:55,2026-03-28 12:33:40,completed,2026-03-28 12:22:55,2026-03-28 12:33:40,10.75
U-1098,laser_cutting,L-02,2026-03-28 09:25:00,2026-03-28 09:30:43,completed,2026-03-28 09:25:00,2026-03-28 09:30:43,5.716666666666667
U-1098,bending,B-01,2026-03-28 10:14:43,2026-03-28 10:21:17,completed,2026-03-28 10:14:43,2026-03-28 10:21:17,6.566666666666666
U-1098,welding,W-01,2026-03-28 10:53:17,2026-03-28 11:04:54,completed,2026-03-28 10:53:17,2026-03-28 11:04:54,11.616666666666667
U-1099,laser_cutting,L-02,2026-03-28 09:28:00,2026-03-28 09:32:51,completed,2026-03-28 09:28:00,2026-03-28 09:32:51,4.85
U-1099,bending,B-01,2026-03-28 09:52:51,2026-03-28 10:00:17,completed,2026-03-28 09:52:51,2026-03-28 10:00:17,7.433333333333334
U-1099,welding,W-01,2026-03-28 10:40:17,2026-03-28 10:50:48,completed,2026-03-28 10:40:17,2026-03-28 10:50:48,10.516666666666667
U-1100,laser_cutting,L-02,2026-03-28 09:42:00,2026-03-28 09:48:36,completed,2026-03-28 09:42:00,2026-03-28 09:48:36,6.6
U-1100,bending,B-01,2026-03-28 10:17:36,2026-03-28 10:24:46,completed,2026-03-28 10:17:36,2026-03-28 10:24:46,7.166666666666667
U-1100,welding,W-02,2026-03-28 10:50:46,2026-03-28 10:59:34,completed,2026-03-28 10:50:46,2026-03-28 10:59:34,8.8
U-1101,laser_cutting,L-03,2026-03-28 10:36:00,2026-03-28 10:42:29,completed,2026-03-28 10:36:00,2026-03-28 10:42:29,6.483333333333333
U-1101,bending,B-01,2026-03-28 11:18:29,2026-03-28 11:26:32,completed,2026-03-28 11:18:29,2026-03-28 11:26:32,8.05
U-1101,welding,W-01,2026-03-28 12:09:32,2026-03-28 12:17:46,completed,2026-03-28 12:09:32,2026-03-28 12:17:46,8.233333333333333
U-1102,laser_cutting,L-03,2026-03-28 10:43:00,2026-03-28 10:50:10,completed,2026-03-28 10:43:00,2026-03-28 10:50:10,7.166666666666667
U-1102,bending,B-01,2026-03-28 11:08:10,2026-03-28 11:17:17,completed,2026-03-28 11:08:10,2026-03-28 11:17:17,9.116666666666667
U-1102,welding,W-02,2026-03-28 11:52:17,2026-03-28 12:00:24,completed,2026-03-28 11:52:17,2026-03-28 12:00:24,8.116666666666667
U-1103,laser_cutting,L-02,2026-03-28 09:26:00,2026-03-28 09:32:08,completed,2026-03-28 09:26:00,2026-03-28 09:32:08,6.133333333333334
U-1103,bending,B-01,2026-03-28 10:06:08,2026-03-28 10:13:08,completed,2026-03-28 10:06:08,2026-03-28 10:13:08,7.0
